agents,solveIndModel,solveNN,solveDynamic,solveStaticOverlap,solveStaticNonOverlap,solveStaticNoPool,solveGreedyDynamic,maxUtil
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.896484375,0.84375,1.3828125,1.3359375,1.328125,1.3125,1.3828125,1.625
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.9609375,0.84375,1.546875,1.5,1.5,1.5,1.546875,1.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.443359375,0.24609375,0.71875,0.71875,0.71875,0.625,0.71875,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.591796875,0.515625,0.90625,0.90625,0.90625,0.8125,0.90625,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.732421875,0.703125,1.09375,1.09375,1.09375,1.0,1.09375,1.25
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.6416015625,0.75,1.060546875,1.046875,1.046875,1.0,1.060546875,1.25
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.7822265625,0.84375,1.248046875,1.234375,1.234375,1.1875,1.248046875,1.4375
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.83203125,0.84375,1.423828125,1.40625,1.40625,1.375,1.423828125,1.625
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.8291015625,0.7265625,1.21875,1.1875,1.1875,1.125,1.21875,1.4375
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.9697265625,0.984375,1.40625,1.375,1.375,1.3125,1.40625,1.625
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.01953125,1.1230996621621623,1.58203125,1.5234375,1.515625,1.5,1.58203125,1.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.5), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.20703125,1.1953125,1.7578125,1.6875,1.6875,1.6875,1.7578125,2.0
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.78125,0.75,1.125,1.125,1.125,1.125,1.125,1.5625
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.703125,0.375,1.125,1.125,1.125,1.125,1.125,1.375
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.796875,0.5625,1.21875,1.21875,1.21875,1.125,1.21875,1.5625
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.890625,0.84375,1.359375,1.359375,1.3125,1.3125,1.359375,1.75
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.69140625,0.375,1.03125,1.03125,1.03125,0.9375,1.03125,1.1875
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.78515625,0.5625,1.171875,1.171875,1.171875,1.125,1.171875,1.375
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.87890625,0.84375,1.3125,1.3125,1.3125,1.3125,1.3125,1.5625
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.802734375,0.609375,1.3125,1.3125,1.3125,1.125,1.3125,1.5625
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.943359375,0.5625,1.453125,1.453125,1.453125,1.3125,1.453125,1.75
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.0078125,0.84375,1.6171875,1.59375,1.59375,1.5,1.6171875,1.9375
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.474609375,0.375,0.84375,0.84375,0.84375,0.75,0.84375,1.0
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.615234375,0.46875,1.03125,1.03125,1.03125,0.9375,1.03125,1.1875
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.755859375,0.84375,1.21875,1.21875,1.21875,1.125,1.21875,1.375
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.6650390625,0.75,1.171875,1.171875,1.171875,1.125,1.171875,1.375
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.8056640625,0.84375,1.359375,1.359375,1.359375,1.3125,1.359375,1.5625
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.85546875,0.984375,1.51171875,1.5,1.5,1.5,1.51171875,1.75
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.8525390625,0.46875,1.3125,1.3125,1.3125,1.125,1.3125,1.5625
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.9931640625,0.84375,1.5,1.5,1.5,1.3125,1.5,1.75
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.04296875,1.1230996621621623,1.669921875,1.640625,1.640625,1.5,1.669921875,1.9375
"[(0, 0.25, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.23046875,1.1953125,1.828125,1.78125,1.78125,1.6875,1.828125,2.125
"[(0, 0.25, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.451171875,0.28125,0.6708984375,0.65625,0.65625,0.5625,0.6708984375,0.8125
"[(0, 0.25, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.591796875,0.5859375,0.8583984375,0.84375,0.84375,0.75,0.8583984375,1.0
"[(0, 0.25, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.732421875,0.703125,1.0458984375,1.03125,1.03125,0.9375,1.0458984375,1.1875
"[(0, 0.25, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.6533203125,0.78515625,1.03125,1.03125,1.03125,0.9375,1.03125,1.1875
"[(0, 0.25, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.7939453125,0.84375,1.21875,1.21875,1.21875,1.125,1.21875,1.375
"[(0, 0.25, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.85546875,0.984375,1.40625,1.40625,1.40625,1.3125,1.40625,1.5625
"[(0, 0.25, 0.25), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.8408203125,0.5625,1.1923828125,1.171875,1.171875,1.125,1.1923828125,1.375
"[(0, 0.25, 0.25), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.9814453125,0.84375,1.3798828125,1.359375,1.359375,1.3125,1.3798828125,1.5625
"[(0, 0.25, 0.25), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.04296875,1.2490649131274132,1.5556640625,1.546875,1.546875,1.5,1.5556640625,1.75
"[(0, 0.25, 0.25), (1, 0.25, 0.75), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.23046875,1.3359375,1.72265625,1.6875,1.6875,1.6875,1.72265625,1.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.8759765625,0.5625,1.341796875,1.3125,1.3125,1.125,1.341796875,1.5625
"[(0, 0.25, 0.25), (1, 0.5, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.0166015625,0.984375,1.529296875,1.5,1.5,1.3125,1.529296875,1.75
"[(0, 0.25, 0.25), (1, 0.5, 0.75), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.078125,1.2568359375,1.6962890625,1.6875,1.6875,1.5,1.6962890625,1.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.75), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.265625,0.8701171875,1.8544921875,1.828125,1.828125,1.6875,1.8544921875,2.125
"[(0, 0.25, 0.25), (1, 0.75, 0.75), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.30078125,0.94921875,2.0126953125,1.96875,1.96875,1.6875,2.0126953125,2.3125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.5, 0.25)]",0.20703125,0.0,0.375,0.375,0.375,0.375,0.375,0.625
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.75, 0.25)]",0.22265625,0.0,0.4375,0.4375,0.4375,0.4375,0.4375,0.6875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.25, 0.5)]",0.2109375,0.0,0.375,0.375,0.375,0.375,0.375,0.625
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.5, 0.5)]",0.2421875,0.25,0.5,0.5,0.5,0.5,0.5,0.75
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.75, 0.5)]",0.2734375,0.375,0.625,0.625,0.625,0.625,0.625,0.875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.25, 0.75)]",0.23046875,0.0,0.4375,0.4375,0.4375,0.4375,0.4375,0.6875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.5, 0.75)]",0.27734375,0.0,0.625,0.625,0.625,0.625,0.625,0.875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.75, 0.75)]",0.32421875,0.0,0.8125,0.8125,0.8125,0.8125,0.8125,1.0625
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.25)]",0.2353515625,0.0,0.5,0.5,0.5,0.5,0.5,0.75
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.25, 0.5)]",0.224609375,0.0,0.4375,0.4375,0.4375,0.4375,0.4375,0.6875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.5, 0.5)]",0.255859375,0.25,0.5625,0.5625,0.5625,0.5625,0.5625,0.8125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.5)]",0.287109375,0.375,0.6875,0.6875,0.6875,0.6875,0.6875,0.9375
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.25, 0.75)]",0.2451171875,0.0,0.5,0.5,0.5,0.5,0.5,0.75
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.5, 0.75)]",0.2919921875,0.0,0.6875,0.6875,0.6875,0.6875,0.6875,0.9375
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.75)]",0.3388671875,0.0,0.875,0.875,0.875,0.875,0.875,1.125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.25, 0.5)]",0.23828125,0.0,0.375,0.375,0.375,0.375,0.375,0.625
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.5, 0.5)]",0.26953125,0.0,0.5,0.5,0.5,0.5,0.5,0.75
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.75, 0.5)]",0.30078125,0.0,0.625,0.625,0.625,0.625,0.625,0.875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.25, 0.75)]",0.283203125,0.0,0.453125,0.4375,0.4375,0.4375,0.453125,0.6875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.5, 0.75)]",0.306640625,0.0,0.640625,0.625,0.625,0.625,0.640625,0.875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.75, 0.75)]",0.353515625,0.5625,0.828125,0.8125,0.8125,0.8125,0.828125,1.0625
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.296875,0.25,0.625,0.625,0.625,0.625,0.625,0.875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.328125,0.375,0.75,0.75,0.75,0.75,0.75,1.0
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.2890625,0.0,0.578125,0.5625,0.5625,0.5625,0.578125,0.8125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.3359375,0.0,0.765625,0.75,0.75,0.75,0.765625,1.0
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.3828125,0.5625,0.953125,0.9375,0.9375,0.9375,0.953125,1.1875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.35546875,0.375,0.875,0.875,0.875,0.875,0.875,1.125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.318359375,0.0,0.703125,0.6875,0.6875,0.6875,0.703125,0.9375
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.365234375,0.46875,0.890625,0.875,0.875,0.875,0.890625,1.125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.412109375,0.65625,1.078125,1.0625,1.0625,1.0625,1.078125,1.3125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.2919921875,0.234375,0.5390625,0.53125,0.53125,0.5,0.5390625,0.75
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.3388671875,0.515625,0.7265625,0.6875,0.6875,0.6875,0.7265625,0.9375
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.3974609375,0.703125,0.9140625,0.875,0.875,0.875,0.9140625,1.125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.39453125,0.65625,0.9140625,0.875,0.875,0.875,0.9140625,1.125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.44140625,0.84375,1.1015625,1.0625,1.0625,1.0625,1.1015625,1.3125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.4853515625,0.984375,1.2890625,1.25,1.25,1.25,1.2890625,1.5
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.25)]",0.2978515625,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.8125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.25, 0.5)]",0.287109375,0.0,0.5,0.5,0.5,0.5,0.5,0.75
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.5, 0.5)]",0.318359375,0.25,0.625,0.625,0.625,0.625,0.625,0.875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.5)]",0.349609375,0.375,0.75,0.75,0.75,0.75,0.75,1.0
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.25, 0.75)]",0.3427734375,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.8125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.5, 0.75)]",0.3544921875,0.0,0.75,0.75,0.75,0.75,0.75,1.0
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.75)]",0.4013671875,0.0,0.9375,0.9375,0.9375,0.9375,0.9375,1.1875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.25, 0.5)]",0.32421875,0.0,0.4375,0.4375,0.4375,0.4375,0.4375,0.6875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.5, 0.5)]",0.33203125,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.8125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.75, 0.5)]",0.36328125,0.0,0.6875,0.6875,0.6875,0.6875,0.6875,0.9375
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.25, 0.75)]",0.345703125,0.0,0.515625,0.5,0.5,0.5,0.515625,0.75
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.5, 0.75)]",0.369140625,0.0,0.703125,0.6875,0.6875,0.6875,0.703125,0.9375
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.75, 0.75)]",0.416015625,0.5625,0.890625,0.875,0.875,0.875,0.890625,1.125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.359375,0.0,0.6875,0.6875,0.6875,0.6875,0.6875,0.9375
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.390625,0.375,0.8125,0.8125,0.8125,0.8125,0.8125,1.0625
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.3515625,0.0,0.625,0.625,0.625,0.625,0.625,0.875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.3984375,0.0,0.8125,0.8125,0.8125,0.8125,0.8125,1.0625
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.4453125,0.5625,1.0,1.0,1.0,1.0,1.0,1.25
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.41796875,0.375,0.9375,0.9375,0.9375,0.9375,0.9375,1.1875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.357421875,0.0,0.75,0.75,0.75,0.75,0.75,1.0
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.427734375,0.375,0.9375,0.9375,0.9375,0.9375,0.9375,1.1875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.474609375,0.5625,1.125,1.125,1.125,1.125,1.125,1.375
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.3544921875,0.0,0.59375,0.59375,0.59375,0.5625,0.59375,0.8125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.4013671875,0.515625,0.7734375,0.75,0.75,0.75,0.7734375,1.0
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.4599609375,0.703125,0.9609375,0.9375,0.9375,0.9375,0.9609375,1.1875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.41015625,0.65625,0.9609375,0.9375,0.9375,0.9375,0.9609375,1.1875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.50390625,0.84375,1.1484375,1.125,1.125,1.125,1.1484375,1.375
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.5478515625,0.984375,1.3359375,1.3125,1.3125,1.3125,1.3359375,1.5625
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.25, 0.5)]",0.2578125,0.0,0.375,0.375,0.375,0.375,0.375,0.625
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.5, 0.5)]",0.3203125,0.0,0.5,0.5,0.5,0.5,0.5,0.75
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.75, 0.5)]",0.3828125,0.0,0.625,0.625,0.625,0.625,0.625,0.875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.25, 0.75)]",0.30078125,0.0,0.453125,0.453125,0.4375,0.4375,0.453125,0.6875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.5, 0.75)]",0.39453125,0.375,0.640625,0.625,0.625,0.625,0.640625,0.875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.75, 0.75)]",0.48828125,0.5625,0.828125,0.8125,0.8125,0.8125,0.828125,1.0625
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.34375,0.0,0.625,0.625,0.625,0.625,0.625,0.875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.40625,0.0,0.75,0.75,0.75,0.75,0.75,1.0
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.328125,0.0,0.578125,0.5625,0.5625,0.5625,0.578125,0.8125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.421875,0.0,0.765625,0.75,0.75,0.75,0.765625,1.0
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.515625,0.5625,0.953125,0.9375,0.9375,0.9375,0.953125,1.1875
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.4296875,0.375,0.875,0.875,0.875,0.875,0.875,1.125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.35546875,0.0,0.703125,0.6875,0.6875,0.6875,0.703125,0.9375
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.44921875,0.46875,0.890625,0.875,0.875,0.875,0.890625,1.125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.54296875,0.65625,1.078125,1.0625,1.0625,1.0625,1.078125,1.3125
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.333984375,0.234375,0.5390625,0.53125,0.53125,0.5,0.5390625,0.75
"[(0, 0.5, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.435546875,0.515625,0.7265625,0.6875,0.6875,0.6875,0.7265625,0.9375
